Manufacturer,Model,Description,Barrel Compression Cutoff (psi),Date Added
DeMarini,LTP-26,CSTM Lotus (-10) Custom,1200,11/15/2024
DeMarini,LTPS-26,Lotus (-10),1200,11/15/2024
DeMarini,LTPS-26,CSTM Lotus (-10) Custom,1200,11/15/2024
DeMarini,LTS-26,Lotus (-11),1100,12/11/2024
DeMarini,LTS-26,CSTM Lotus (-11) Custom,1100,12/11/2024
DeMarini,LTSL-26,Lotus (-11),1100,12/11/2024
DeMarini,LTSL-26,CSTM Lotus (-11) Custom,1100,12/11/2024
DeMarini,LTSS-26,Lotus (-11),1100,12/11/2024
DeMarini,LTSS-26,CSTM Lotus (-11) Custom,1100,12/11/2024
DeMarini,MSP-26,Mercy,1300,4/25/2025
DeMarini,MSP-27,Mercy,1300,11/17/2025
DeMarini,NIA-21,"Nihilist 12""",850,10/18/2019
DeMarini,NIA-22,Nihilist USA,850,4/26/2021
DeMarini,NIA-23,Nihilist USA,850,3/4/2022
DeMarini,NID-21,Nihilist Brungardt,850,2/4/2020
DeMarini,NID-22,Nihilist Brungardt,850,4/26/2021
DeMarini,NIH-20,Nihilist OG,850,3/18/2019
DeMarini,NIH-21,Nihilist OG,850,2/4/2020
DeMarini,NIH-22,Nihilist OG,850,4/26/2021
DeMarini,NIH-23,Nihilist OG,850,3/4/2022
DeMarini,NIH-VB,Nihilist Volition Black Ops,850,9/15/2021
DeMarini,NIH-VO,Nihilist Volition,850,9/15/2021
DeMarini,PZF-20,Prism (-9),1200,3/18/2019
DeMarini,PZF-20,CSTM Prism (-9) Custom,1200,2/4/2020
DeMarini,PZF-21,Prism (-9) Black,1200,3/4/2022
DeMarini,PZF-21,CSTM Prism (-9) Custom,1200,5/27/2023
DeMarini,PZI-21,Prism + (-10),1200,2/4/2020
DeMarini,PZP-19,Prism (-10),1200,12/20/2017
DeMarini,PZP-20,Prism (-10),1200,6/29/2018
DeMarini,PZP-20,CSTM Prism (-10) Custom,1200,2/4/2020
DeMarini,PZP-21,Prism (-10) Black,1200,3/4/2022
DeMarini,PZP-21,Prism (-10),1200,7/20/2021
DeMarini,PZP-21,CSTM Prism (-10) Custom,1200,7/20/2021
DeMarini,PZP-23,Prism (-10),1200,11/25/2022
DeMarini,PZP-23,CSTM Prism (10) Custom,1200,11/25/2022
DeMarini,PZP-25,Prism (-10),1200,2/9/2024
DeMarini,PZP-25,CSTM Prism (-10) Custom,1200,2/2/2024
DeMarini,PZS-FE,CF FE (-11),1000,11/8/2024
DeMarini,PZS-FE,Custom CF FE (-11) Custom,1000,11/8/2024
DeMarini,PZPS-19,Prism (-10),1000,6/29/2018
DeMarini,PZPS-20,Prism (-10),1000,3/18/2019
DeMarini,PZPS-20,CSTM Prism (-10) Custom,1000,2/4/2020
DeMarini,PZPS-21,Prism (-10),1000,7/20/2021
DeMarini,PZPS-21,CSTM Prism (-10) Custom,1000,7/20/2021
DeMarini,PZPS-23,Prism (-10),1000,8/17/2022
DeMarini,PZPS-23,CSTM Prism (-10) Custom,1000,8/17/2022
DeMarini,PZPS-25,Prism+ (-10),1000,2/2/2024
DeMarini,PZPS-25,CSTM Prism+ (-10) Custom,1000,2/2/2024
DeMarini,PZS-20,Prism (-11),1000,3/18/2019
DeMarini,PZS-21,Prism (-11),1000,7/20/2021
DeMarini,PZS-21,CSTM Prism (-11) Custom,1000,7/20/2021
DeMarini,PZS-23,Prism (-11),1000,8/17/2022
DeMarini,PZS-23,CSTM Prism (-11) Custom,1000,8/17/2022
DeMarini,PZS-23,CSTM Prism (-11) Custom,1000,2/4/2020
DeMarini,PZS-25,Prism + (-11),1000,2/2/2024
DeMarini,PZS-25,CSTM Prism + (-11) Custom,1000,2/2/2024
DeMarini,R28-17,RD28,1050,12/13/2017
DeMarini,VB8-27,Vizion (-8),1100,11/11/2025
DeMarini,VB8-27,CSTM Vizion (-8) Custom,1100,11/11/2025
DeMarini,VBF-27,Vizion (-9),900,11/11/2025
DeMarini,VBF-27,CSTM Vizion (-9) Custom,900,11/11/2025
DeMarini,VBP-27,Vizion (-10),900,11/11/2025
DeMarini,VBP-27,CSTM Vizion (-10) Custom,900,11/11/2025
DeMarini,VBPS-27,Vizion (-10),900,11/11/2025
DeMarini,VBPS-27,CSTM Vizion (-10) Custom,900,11/11/2025
DeMarini,WS8-23,Whisper (-8),1100,7/21/2022
DeMarini,WS8-23,CSTM Whisper (-8) Custom,1100,2/20/2023
DeMarini,WS8-25,Whisper (-8),1100,2/2/2024
DeMarini,WS8-PR,Whisper Pride (-8),1100,2/20/2023
DeMarini,WSF-23,Whisper (-9),1100,7/21/2022
DeMarini,WSF-23,CSTM Whisper (-9) Custom,1100,8/17/2022
DeMarini,WSF-23H,Whisper Hope (-9),1100,2/2/2024
DeMarini,WSF-25,Whisper (-9),1100,2/2/2024
DeMarini,WSF-25,CSTM Whisper (-9),1100,2/2/2024
DeMarini,WSF-PR,Whisper Pride (-9),1100,2/20/2023
DeMarini,WSP-23,Whisper (-10),1100,11/25/2022
DeMarini,WSP-23,CSTM Whisper (-10) Custom,1100,11/25/2022
DeMarini,WSP-23H,Whisper Hope (-10),1100,2/2/2024
DeMarini,WSP-25,Whisper (-10),1100,2/2/2024
DeMarini,WSP-25,CSTM Whisper (-10) Custom,1100,2/2/2024
DeMarini,WSP-PR,Whisper Pride (-10),1100,2/20/2023
DeMarini,WSPS-23,Whisper (10),1100,7/21/2022
DeMarini,WSPS-23,CSTM Whisper (-10) Custom,1100,8/17/2022
DeMarini,WSPS-23H,Whisper Hope (-10),1100,2/2/2024
DeMarini,WSPS-25,Whisper (-10),1100,2/2/2024
DeMarini,WSPS-25,CSTM Whisper (-10) Custom,1100,2/2/2024
DeMarini,WSPS-PR,Whisper Pride (-10),1100,2/20/2023
Dirty,South,Bats FSDNGR-1 DNGR,1350,10/2/2018
Dirty,South,Bats FSMI08 Midnight,1350,10/19/2017
Dirty,South,Bats FSSW08 Lady Swag,1350,8/18/2017
Dudley,DDFP9,Doom FP -9,800,6/24/2023
Dudley,DDFP10,Doom FP -10,800,7/1/2022
Dudley,DDFP11,Doom FP -11,800,7/1/2022
Dudley,FPD9,MRBL,800,8/16/2024
Dudley,FPD10,MRBL,800,8/16/2024
Dudley,FPD11,MRBL,800,8/16/2024
Easton,EFP3GFHFB10,Ghost Ice -10,1050,10/23/2023
Easton,EFP4GHAD8,Ghost Advanced -8,900,6/24/2023
Easton,EFP4GHAD9,Ghost Advanced -9,1050,6/24/2023
Easton,EFP4GHAD10,Ghost Advanced -10,1050,6/24/2023
Easton,EFP4GHAD11,Ghost Advanced -11,1050,10/23/2023
Easton,EFP4GHAM10,GHOST ADV DUSK,1050,7/18/2024
Easton,EFP4GHAP10,GHOST ADV DAWN,1050,7/18/2024
Easton,EFP5GHOG10,GHOST OG -10,1000,7/18/2024
Easton,EFP5GHOG9,GHOST OG -9,1000,7/18/2024
Easton,EFP5GHOG8,GHOST OG -8,1000,7/18/2024
Easton,EFP5GHOG11,GHOST OG -11,1000,7/18/2024
Easton,EFP5GHRP8-33,GHOST OG Rocket Pop -8,1000,7/18/2025
Easton,EFP5GHRP8-34,GHOST OG Rocket Pop -8,1000,7/18/2025
Easton,EFP5GHRP9-33,GHOST OG Rocket Pop -9,1000,7/18/2025
Easton,EFP5GHRP9-34,GHOST OG Rocket Pop -9,1000,7/18/2025
Easton,EFP5GHRP10,GHOST OG Rocket Pop -10,1000,3/25/2025
Easton,EFP5GHRP11,GHOST OG Rocket Pop -11,1000,7/20/2025
Easton,EFP5GHRS10,GHOST OG Rainbow Sherbert -10,1000,3/25/2025
Easton,EFP5GHRS8-33,GHOST OG Rainbow Sherbet -8,1000,7/18/2025
Easton,EFP5GHRS8-34,GHOST OG Rainbow Sherbet -8,1000,7/18/2025
Easton,EFP5GHRS9-33,GHOST OG Rainbow Sherbet -9,1000,7/18/2025
Easton,EFP5GHRS9-34,GHOST OG Rainbow Sherbet -9,1000,7/18/2025
Easton,EFP5GHRS11,GHOST OG Rainbow Sherbet -11,1000,7/18/2025
Easton,EFP5GHUL8,Ghost Unlimited (-8),900,11/18/2023
Easton,EFP5GHUL9,Ghost Unlimited (-9),900,11/18/2023
Easton,EFP5GHUL10,Ghost Unlimited (-10),900,11/18/2023
Easton,EFP5GHUL11,Ghost Unlimited (-11),900,11/18/2023
Easton,EFP5GHUM10,GHOST UNLIMITED LE -10,900,11/15/2024
Easton,EFP5GHUP10,GHOST UNLIMITED LE -10,900,11/15/2024
Easton,EFP5GHUP11,GHOST UNLIMITED LE -11,900,11/15/2024
Easton,EFP6GHAD11,GHOST ADV -11,1000,11/15/2024
Easton,EFP6GHAD10,GHOST ADV -10,1000,11/15/2024
Easton,EFP6GHAD9,GHOST ADV -9,1000,11/15/2024
Easton,EFP6GHAD8,GHOST ADV -8,1000,11/15/2024
Easton,EFP6GHLE10,Ghost Unlimited -10 Launch Edition,1000,7/18/2025
Easton,EFP6GHSB10-30,GHOST Advanced - Spring Break '26,1000,11/14/2025
Easton,EFP6GHSB10-31,GHOST Advanced - Spring Break '26,1000,11/14/2025
Easton,EFP6GHSB10-32,GHOST Advanced - Spring Break '26,1000,11/14/2025
Easton,EFP6GHSB10-33,GHOST Advanced - Spring Break '26,1000,11/14/2025
Easton,EFP6GHSB10-34,GHOST Advanced - Spring Break '26,1000,11/14/2025
Easton,EFP6GHSB11-29,GHOST Advanced - Spring Break '26,1000,11/14/2025
Easton,EFP6GHSB11-30,GHOST Advanced - Spring Break '26,1000,11/14/2025
Easton,EFP6GHSB11-31,GHOST Advanced - Spring Break '26,1000,11/14/2025
Easton,EFP6GHSB11-32,GHOST Advanced - Spring Break '26,1000,11/14/2025
Easton,EFP6GHSP8-33,GHOST Advanced - Spring Break '26,1000,11/14/2025
Easton,EFP6GHSP8-34,GHOST Advanced - Spring Break '26,1000,11/14/2025
Easton,EFP6GHSP9-32,GHOST Advanced - Spring Break '26,1000,11/14/2025
Easton,EFP6GHSP9-33,GHOST Advanced - Spring Break '26,1000,11/14/2025
Easton,EFP6GHSP9-34,GHOST Advanced - Spring Break '26,1000,11/14/2025
Easton,EFP6GHSP10-30,GHOST Advanced - Spring Break '26,1000,11/14/2025
Easton,EFP6GHSP10-31,GHOST Advanced - Spring Break '26,1000,11/14/2025
Easton,EFP6GHSP10-32,GHOST Advanced - Spring Break '26,1000,11/14/2025
Easton,EFP6GHSP10-33,GHOST Advanced - Spring Break '26,1000,11/14/2025
Easton,EFP6GHSP10-34,GHOST Advanced - Spring Break '26,1000,11/14/2025
Easton,EFP6GHSP11-29,GHOST Advanced - Spring Break '26,1000,11/14/2025
Easton,EFP6GHSP11-30,GHOST Advanced - Spring Break '26,1000,11/14/2025
Easton,EFP6GHSP11-31,GHOST Advanced - Spring Break '26,1000,11/14/2025
Easton,EFP6GHSP11-32,GHOST Advanced - Spring Break '26,1000,11/14/2025
Easton,EFP6GHSY10-30,GHOST Advanced - Spring Break '26,1000,11/14/2025
Easton,EFP6GHSY10-31,GHOST Advanced - Spring Break '26,1000,11/14/2025
Easton,EFP6GHSY10-32,GHOST Advanced - Spring Break '26,1000,11/14/2025
Easton,EFP6GHSY10-33,GHOST Advanced - Spring Break '26,1000,11/14/2025
Easton,EFP6GHSY10-34,GHOST Advanced - Spring Break '26,1000,11/14/2025
Easton,EFP6GHSY11-29,GHOST Advanced - Spring Break '26,1000,11/14/2025
Easton,EFP6GHSY11-30,GHOST Advanced - Spring Break '26,1000,11/14/2025
Easton,EFP6GHSY11-31,GHOST Advanced - Spring Break '26,1000,11/14/2025
Easton,EFP6GHSY11-32,GHOST Advanced - Spring Break '26,1000,11/14/2025
Easton,EFP6GHTW10,GHOST Advanced Twilight -10,1000,7/18/2025
Easton,EFP6GHTW11,GHOST Advanced Twilight -11,1000,7/18/2025
Easton,EFP6GHUL8,Ghost Unlimited -8,900,7/18/2025
Easton,EFP6GHUL9,Ghost Unlimited -9,900,7/18/2025
Easton,EFP6GHUL10,Ghost Unlimited -10,900,7/18/2025
Easton,EFP6GHUL11,Ghost Unlimited -11,900,7/18/2025
Easton,EFP7GHOG8-33,GHOST OG -8,1000,11/14/2025
Easton,EFP7GHOG8-34,GHOST OG -8,1000,11/14/2025
Easton,EFP7GHOG9-32,GHOST OG -9,1000,11/14/2025
Easton,EFP7GHOG9-33,GHOST OG -9,1000,11/14/2025
Easton,EFP7GHOG9-34,GHOST OG -9,1000,11/14/2025
Easton,EFP7GHOG10-30,GHOST OG -10,1000,11/14/2025
Easton,EFP7GHOG10-31,GHOST OG -10,1000,11/14/2025
Easton,EFP7GHOG10-32,GHOST OG -10,1000,11/14/2025
Easton,EFP7GHOG10-33,GHOST OG -10,1000,11/14/2025
Easton,EFP7GHOG10-34,GHOST OG -10,1000,11/14/2025
Easton,EFP7GHOG11-29,GHOST OG -11,1000,11/14/2025
Easton,EFP7GHOG11-30,GHOST OG -11,1000,11/14/2025
Easton,EFP7GHOG11-31,GHOST OG -11,1000,11/14/2025
Easton,EFP7GHOG11-32,GHOST OG -11,1000,11/14/2025
Easton,EFP7GHOG11-33,GHOST OG -11,1000,11/14/2025
Easton,EFP7OGLE10-31,GHOST OG Launch Edition -10,1000,11/14/2025
Easton,EFP7OGLE10-32,GHOST OG Launch Edition -10,1000,11/14/2025
Easton,EFP7OGLE10-33,GHOST OG Launch Edition -10,1000,11/14/2025
Easton,EFP7OGLE10-34,GHOST OG Launch Edition -10,1000,11/14/2025
Easton,EFP7OGLE11-30,GHOST OG Launch Edition -10,1000,11/14/2025
Easton,EFP7OGLE11-31,GHOST OG Launch Edition -10,1000,11/14/2025
Easton,EFP7OGLE11-32,GHOST OG Launch Edition -10,1000,11/14/2025
Easton,ESA3ALL-24,ALPHA,1050,6/1/2023
Easton,ESA3ALL-25,ALPHA,1050,6/1/2023
Easton,ESA3ALL-26,ALPHA,1050,6/1/2023
Easton,ESA3ALL-27,ALPHA,1050,6/1/2023
Easton,ESA5ALL-25,ALPHA,1050,5/24/2025
Easton,ESA5ALL-26,ALPHA,1050,5/24/2025
Easton,ESA5ALL-27,ALPHA,1050,5/24/2025
Easton,ESA5AMTB-25,TANTRUM,1050,7/22/2025
Easton,ESA5AMTB-26,TANTRUM,1050,7/22/2025
Easton,ESA5AMTB-27,TANTRUM,1050,7/22/2025
Easton,ESA5ASISL-25,ALPHA,1050,5/24/2025
Easton,ESA5ASISL-26,ALPHA,1050,5/24/2025
Easton,ESA5ASISL-27,ALPHA,1050,5/24/2025
Easton,ESA5NEGL-25,NEGOTIATOR,1050,5/24/2025
Easton,ESA5NEGL-26,NEGOTIATOR,1050,5/24/2025
Easton,ESA5NEGL-27,NEGOTIATOR,1050,5/24/2025
Easton,ESA5TNTL-25,TANTRUM,1050,5/24/2025
Easton,ESA5TNTL-26,TANTRUM,1050,5/24/2025
Easton,ESA5TNTL-27,TANTRUM,1050,5/24/2025
Easton,ESA6TNT1B-25,TANTRUM,1200,11/11/2025
Easton,ESA6TNT1B-26,TANTRUM,1200,11/11/2025
Easton,ESA6TNT1B-27,TANTRUM,1200,11/11/2025
Easton,ESA6SISTL-25,TANTRUM,1050,11/14/2025
Easton,ESA6SISTL-26,TANTRUM,1050,11/14/2025
Easton,ESA6SISTL-27,TANTRUM,1050,11/14/2025
Easton,ESA6TMNTL-25,TANTRUM MINT,1050,11/14/2025
Easton,ESA6TMNTL-26,TANTRUM MINT,1050,11/14/2025
Easton,ESA6TMNTL-27,TANTRUM MINT,1050,11/14/2025
Easton,ESA6TNTL-25,TANTRUM,1050,11/14/2025
Easton,ESA6TNTL-26,TANTRUM,1050,11/14/2025
Easton,ESA6TNTL-27,TANTRUM,1050,11/14/2025
Easton,FP18GH10,Ghost,1050,2/28/2017
Easton,FP18GH11,Ghost,1050,4/19/2018
Easton,FP18GH8,Ghost,1050,2/28/2017
Easton,FP18GH9,Ghost,1050,2/28/2017
Easton,FP20GH10,Ghost -10,1050,3/18/2019
Easton,FP20GH11,Ghost -11,1050,7/19/2019
Easton,FP20GH8,Ghost -8,1050,3/18/2019
Easton,FP20GH9,Ghost -9,1050,3/18/2019
Easton,FP20GHAD10,Ghost Advanced,1050,10/2/2019
Easton,FP20GHAD11,Ghost Advanced -11,1050,7/19/2019
Easton,FP20GHAD8,Ghost Advanced,1050,10/2/2019
Easton,FP20GHAD9,Ghost Advanced,1050,10/2/2019
Easton,FP20GHCAN10,Ghost Duel -10,1050,2/4/2020
Easton,FP20GHSNS10,Ghost Duel -10,1050,12/13/2019
Easton,FP21GHADG4TG10,Ghost Advanced Gold,900,6/22/2021
Easton,FP21GHADG4TG11,Ghost Advanced Gold,900,6/22/2021
Easton,FP21GHADGLD10,Ghost Adv Gold,1050,11/5/2020
Easton,FP22GH10,Ghost -10,900,1/6/2021
Easton,FP22GH11,Ghost -11,1050,7/12/2021
Easton,FP22GH8,Ghost -8,900,1/6/2021
Easton,FP22GH9,Ghost -9,900,1/6/2021
Easton,FP22GHAD10,(30-31) Ghost Advanced,900,3/4/2022
Easton,FP22GHAD10,(32-34) Ghost Advanced,900,3/4/2022
Easton,FP22GHAD11,Ghost Advanced -11,1050,7/12/2021
Easton,FP22GHAD8,Ghost Advanced,900,3/4/2022
Easton,FP22GHAD9,Ghost Advanced,900,3/4/2022
Easton,FP22GHAF10,Ghost Advanced Fire,900,8/11/2022
Easton,FP22GHAM10,Ghost Advanced Midnight,900,8/11/2022
Easton,FP22GHT10,Ghost Tie Dye -10,900,1/28/2022
Easton,FP22GHT11,Ghost Tie Dye,1050,3/4/2022
Easton,FP23GH8,Ghost,900,4/15/2022
Easton,FP23GH9,Ghost -9,1050,5/23/2023
Easton,FP23GH10,Ghost -10,1050,5/23/2023
Easton,FP23GH11,Ghost -11,1050,5/23/2023
Easton,FP23GHUB10,Ghost Unlimited Pitch Black -10,900,6/24/2023
Easton,FP23GHUG10,Ghost Unlimited Graffiti -10,900,2/20/2023
Easton,FP23GHUL11,Ghost Unlimited -11,900,7/15/2023
Easton,FP23GHUL10,Ghost Unlimited -10,900,1/28/2022
Easton,FP23GHUL8,Ghost Unlimited -8,900,1/28/2022
Easton,FP23GHUL9,Ghost Unlimited -9,900,1/28/2022
Easton,FP23GHUR10,GhostnUnlimited Infermo -10,900,6/24/2023
Easton,SP18AUTW,Autism,750,4/19/2018
Easton,SP18BHA,Helmer Blueline,750,6/14/2018
Easton,SP18BHBB,Helmer Border Battle,750,4/19/2018
Easton,SP18GH,Ghost,750,8/24/2017
Easton,SP18GH12,Ghost,750,2/12/2018
Easton,SP18TCA,Travis Clark,750,4/19/2018
Easton,SP19AUTA,Autisim,750,6/22/2021
Easton,SP19BOO,BOO,750,1/6/2021
Easton,SP19GH,Ghost 2,750,4/17/2019
Easton,SP20GHRES,Ghost Resmondo,750,11/5/2020
Easton,SP20USA125,Patriotic,750,4/26/2021
Easton,SP20USA135,Patriotic,750,4/26/2021
Easton,SP21GHRWB,Ghost RWB,750,6/22/2021
Easton,SP21GHSAL,Ghost Salvo,750,6/22/2021
Easton,SP21RF1,Ronin Flex 1pc,750,2/4/2020
Easton,SP21RF2,Ronin Flex 2pc,750,2/4/2020
Easton,SP21ZAPL,Ghost ZAP,750,6/22/2021
Easton,SP22ARGHL,Comic ARGH,750,3/4/2022
Easton,SP22BCP,BellCorp,750,7/1/2022
Easton,SP22BDM,Dunn Deal MIdLoad,750,7/1/2022
Easton,SP22CATM,Hellcat,750,3/4/2022
Easton,SP22GHML,Ghostmondo Load,750,11/5/2021
Easton,SP22GML,Ghostmondo Ext,750,11/5/2021
Easton,SP22OBB,Obscura Balanced,750,8/11/2022
Easton,SP22OBL,Obscura Loaded,750,8/11/2022
Easton,SP22ZWAPL,Comic ZZWAP,750,3/4/2022
Easton,SP23GHML,Ghost Mondo Loaded,750,8/11/2022
Easton,SP23HRLA,Resmondo,750,7/1/2022
Easton,SP23OBB,Obscura Balanced,750,8/11/2022
Easton,SP23OBLA,Obscura Loaded,750,8/11/2022
Easton,SP23SMKAL,Comic Smack,750,3/4/2022
Easton,SPSAL1L,Salvo 1PC,750,11/5/2021
Easton,SPSAL1LE,Salvo 1PC 13.5,750,11/5/2021
Easton,SPSAL2L,Salvo 2PC 13.5,750,11/5/2021
JawBats,JFP1CCE,EVO1,1000,10/2/2024
Louisville,Slugger,CFPKR9-25V Kyro (-9) Custom,950,11/18/2023
Louisville,Slugger,CFPKR9-26V 2026 Custom Kryo (-9),950,11/20/2024
Louisville,Slugger,CFPKR10-25V Kyro (-10) Custom,950,11/18/2023
Louisville,Slugger,CFPKR10-26V 2026 Custom Kryo (-10),950,11/20/2024
Louisville,Slugger,CFPKR11-25V Kyro (-11) Custom,950,11/18/2023
Louisville,Slugger,CFPKR11-26V 2026 Custom Kryo (-11),950,11/20/2024
Louisville,Slugger,CFPKR29-27V 2027 CUSTOM KRYO2 (-9),950,11/16/2025
Louisville,Slugger,CFPKR210-27V 2027 CUSTOM KRYO2 (-10),950,11/16/2025
Louisville,Slugger,CFPKR211-27V 2027 CUSTOM KRYO2 (-11),950,11/16/2025
Louisville,Slugger,CFPKRO9-27V 2027 CUSTOM KRYO ONE (-9),1050,2/15/2026
Louisville,Slugger,CFPKRO10-27V 2027 CUSTOM KRYO ONE (-10),1050,2/15/2026
Louisville,Slugger,CFPKRO11-27V 2027 CUSTOM KRYO ONE (-11),1050,2/15/2026
Louisville,Slugger,CFPLX8-20V LXT (-8) Custom,1400,6/24/2023
Louisville,Slugger,CFPLX8-21V LXT (-8) Custom,1400,6/24/2023
Louisville,Slugger,CFPLX8-22V LXT (-8) Custom,1400,6/25/2023
Louisville,Slugger,CFPLX8-24V LXT (-8) Custom,1400,5/13/2023
Louisville,Slugger,CFPLX9-20V LXT (-9) Custom,1400,6/24/2023
Louisville,Slugger,CFPLX9-21V LXT (-9) Custom,1400,6/24/2023
Louisville,Slugger,CFPLX9-22V LXT (-9) Custom,1400,6/25/2023
Louisville,Slugger,CFPLX9-24V LXT (-9) Custom,1400,5/13/2023
Louisville,Slugger,CFPLX9-25V 2025 LXT (-9) Custom,1400,11/18/2023
Louisville,Slugger,CFPLX10-20V LXT (-10) Custom,1400,6/24/2023
Louisville,Slugger,CFPLX10-21V LXT (-10) Custom,1400,6/24/2023
Louisville,Slugger,CFPLX10-22V LXT (-10) Custom,1400,6/24/2023
Louisville,Slugger,CFPLX10-24V LXT (-10) Custom,1400,5/13/2023
Louisville,Slugger,CFPLX10-25V 2025 LXT (-10) Custom,1400,11/18/2023
Louisville,Slugger,CFPLX10-26V 2026 Custom LX3 (-10),1200,11/20/2024
Louisville,Slugger,CFPLX11-20V LXT (-11) Custom,1400,6/24/2023
